category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17,106.7,6.2186828919112385,32,133.0,286.0,43.0,14.0,97,228.0,9532,613.0,647.0,20,,66,188,40,42,92.6523178807947,55.0,620,2083,2703.0,60.333333333333336,1.4,15.849056603773585,4.8,54.339622641509436,2.6333333333333333,29.81132075471698,9.666666666666666,0.8333333333333334,0.05,8.833333333333334,8.833333333333334,0.5660377358490566,92.41825095057034,13.58449136276392
2025-07-18,42.25,1.042039489382009,22,14.0,333.0,0.0,0.0,90,72.0,2048,925.0,419.0,,,57,93,41,44,93.59615384615384,,25,2083,2108.0,61.81041666666667,1.1666666666666667,11.146496815286625,6.0,57.324840764331206,3.3,31.528662420382165,9.833333333333334,-0.6333333333333329,0.65,10.466666666666667,10.466666666666667,6.210191082802548,93.63192182410424,13.557269938650313
2025-07-19,95.91666666666667,5.491678596993557,25,78.0,314.0,38.0,7.0,99,103.0,8321,759.0,495.0,20,,62,180,40,43,94.37254901960785,55.0,537,2083,2620.0,64.02708333333334,0.5166666666666667,5.115511551155116,5.616666666666666,55.61056105610561,3.966666666666667,39.273927392739274,9.533333333333333,-0.5666666666666664,0.03333333333333333,10.1,10.1,0.33003300330033003,94.38735177865613,13.535132890365448
2025-07-20,53.583333333333336,1.1973822874413425,30,37.0,424.0,0.0,0.0,96,152.0,2307,719.0,613.0,,,61,101,42,46,93.44444444444444,,51,2083,2134.0,49.572916666666664,0.35,3.106508875739645,7.783333333333333,69.0828402366864,3.1333333333333333,27.810650887573964,11.033333333333333,-0.23333333333333428,0.3,11.266666666666667,11.266666666666667,2.6627218934911245,93.53636363636363,14.567584187408505
2025-07-21,63.21666666666667,4.458959675495109,13,34.0,59.0,38.0,10.0,95,21.0,7338,705.0,114.0,20,,66,162,41,42,,55.0,462,2083,2545.0,66.75737704918033,0.4666666666666667,3.851444291609354,7.333333333333333,60.52269601100413,4.316666666666666,35.62585969738652,12.283333333333333,0.16666666666666666,0.75,12.116666666666667,12.116666666666667,6.189821182943604,,13.603889618922446
2025-07-22,9.166666666666666,0.2951513163127336,18,7.0,85.0,0.0,0.0,90,68.0,563,628.0,160.0,,,53,92,41,43,,,4,1173,1177.0,58.505535055350556,1.6,13.521126760563378,7.466666666666667,63.098591549295776,2.7666666666666666,23.380281690140844,12.1,0.26666666666666666,0.05,11.833333333333334,11.833333333333334,0.42253521126760557,,14.288524822695038
2025-07-23,69.0,2.074758410880458,36,34.0,240.0,0.0,0.0,93,71.0,4044,173.0,345.0,,,66,103,40,42,95.0,,66,2083,2149.0,39.45132743362832,,,,,,,,,,,,,,
2025-07-24,141.55,7.251401813409688,24,107.0,203.0,47.0,16.0,99,82.0,10946,799.0,392.0,20,,64,191,39,42,92.85507246376811,55.0,767,2083,2850.0,66.72083333333333,0.9166666666666666,8.870967741935484,5.816666666666666,56.29032258064516,3.6,34.83870967741935,12.0,1.6666666666666665,0.65,10.333333333333334,10.333333333333334,6.290322580645161,92.0,13.412739938080497
2025-07-25,45.083333333333336,1.0184273840769904,36,76.0,430.0,0.0,0.0,95,137.0,1995,342.0,643.0,,,64,107,45,47,92.0,,33,2083,2116.0,35.44632768361582,3.433333333333333,36.58969804618118,5.95,63.41030195381882,0.0,0.0,12.983333333333333,3.6,0.0,9.383333333333333,9.383333333333333,0.0,,14.104215686274511
2025-07-26,142.75,7.414201065775869,28,78.0,256.0,50.0,9.0,99,130.0,11945,746.0,464.0,20,,65,195,41,42,92.20527859237536,55.0,743,2083,2826.0,51.225,1.7666666666666666,17.348608837970538,5.266666666666667,51.71849427168576,3.15,30.9328968903437,11.133333333333333,0.95,0.8666666666666667,10.183333333333334,10.183333333333334,8.51063829787234,92.10971786833856,14.087681388012602
2025-07-27,112.0,2.221402012248469,31,102.0,288.0,2.0,4.0,97,162.0,4308,762.0,552.0,,,61,131,43,44,90.52873563218391,,125,2083,2208.0,46.13333333333333,0.5166666666666667,6.326530612244897,5.8,71.0204081632653,1.85,22.653061224489797,10.25,2.0833333333333335,0.0,8.166666666666666,8.166666666666666,0.0,89.57407407407408,13.925390946502064
2025-07-28,210.45,7.183672353455818,20,21.0,246.0,42.0,5.0,88,80.0,12224,809.0,347.0,20,,60,178,40,41,94.3023872679045,55.0,525,2083,2608.0,63.05833333333333,0.9333333333333333,10.707456978967496,5.133333333333334,58.89101338432122,2.65,30.401529636711285,11.25,2.533333333333333,0.0,8.716666666666667,8.716666666666667,0.0,94.45454545454545,14.521128107074569
2025-07-29,113.91666666666667,1.9585619979320765,33,90.0,294.0,0.0,0.0,96,233.0,3831,677.0,617.0,,,62,109,40,42,92.0,,98,2083,2181.0,51.770833333333336,0.8333333333333334,10.775862068965516,4.7,60.775862068965516,2.2,28.448275862068968,9.366666666666667,1.6333333333333333,0.03333333333333333,7.733333333333333,7.733333333333333,0.43103448275862066,,15.11631465517242
2025-07-30,69.66666666666667,4.6205161854768155,18,5.0,74.0,43.0,7.0,89,34.0,7672,535.0,113.0,20,,57,157,44,46,,55.0,449,2083,2532.0,45.77142857142857,0.4166666666666667,6.443298969072164,4.216666666666667,65.20618556701031,1.8333333333333333,28.350515463917525,7.8,1.3333333333333333,0.03333333333333333,6.466666666666667,6.466666666666667,0.5154639175257731,,15.054742268041245
2025-07-31,47.916666666666664,1.0967201542988945,23,20.0,211.0,0.0,0.0,93,79.0,2101,686.0,310.0,,,58,102,44,47,,,41,1560,1601.0,53.74444444444445,0.9833333333333333,11.411992263056092,4.666666666666667,54.15860735009671,2.966666666666667,34.4294003868472,11.416666666666666,2.8,0.03333333333333333,8.616666666666667,8.616666666666667,0.3868471953578337,,15.013856589147288
2025-08-01,116.85,6.715779845701105,60,176.0,130.0,48.0,11.0,97,174.0,10880,48.0,480.0,20,,82,195,45,48,95.2,55.0,682,2083,2765.0,35.424369747899156,,,,,,,,,,,,,,
2025-08-02,47.083333333333336,1.0724866778016384,30,91.0,332.0,0.0,0.0,96,156.0,2107,768.0,579.0,,,60,114,42,45,92.02649006622516,,54,2083,2137.0,51.55,0.7333333333333333,7.321131447587355,6.55,65.3910149750416,2.7333333333333334,27.287853577371045,12.2,2.183333333333333,0.016666666666666666,10.016666666666667,10.016666666666667,0.16638935108153077,91.21929824561404,14.300116472545765
2025-08-03,50.166666666666664,0.8817257217847769,25,61.0,210.0,0.0,0.0,96,61.0,1732,841.0,332.0,,,59,100,41,43,92.0,,42,2083,2125.0,59.752450980392155,1.0666666666666667,11.895910780669144,5.033333333333333,56.13382899628253,2.8666666666666667,31.970260223048324,11.116666666666667,2.15,0.016666666666666666,8.966666666666667,8.966666666666667,0.18587360594795538,,15.82518656716417
2025-08-04,203.43333333333334,8.157982382883958,32,181.0,135.0,54.0,8.0,97,169.0,13284,652.0,485.0,20,,68,189,39,41,92.55555555555556,55.0,881,2083,2964.0,55.51875,0.45,4.981549815498155,5.683333333333334,62.91512915129152,2.9,32.10332103321033,10.866666666666667,1.8333333333333335,0.3333333333333333,9.033333333333333,9.033333333333333,3.6900369003690034,92.30379746835443,14.604516129032255
2025-08-05,167.83333333333334,12.05460112940428,20,20.0,243.0,90.0,26.0,99,63.0,18646,850.0,326.0,20,,65,191,40,43,94.51515151515152,56.0,1341,2083,3424.0,63.61875,0.8166666666666667,7.70440251572327,5.2,49.056603773584904,4.583333333333333,43.23899371069182,12.016666666666667,1.4166666666666667,0.05,10.6,10.6,0.4716981132075472,94.49142857142857,13.204015748031507
2025-08-06,97.35,1.7013143243458204,42,159.0,342.0,0.0,0.0,99,334.0,3262,492.0,835.0,,,66,129,46,48,92.95238095238095,,134,2083,2217.0,25.735416666666666,0.0,0.0,4.9,68.85245901639344,2.216666666666667,31.147540983606557,9.666666666666666,2.55,0.06666666666666667,7.116666666666666,7.116666666666666,0.936768149882904,92.84210526315789,15.51263529411765
2025-08-07,40.666666666666664,0.8338801399825022,18,11.0,204.0,0.0,0.0,84,51.0,1615,866.0,266.0,,,57,94,42,44,,,11,2083,2094.0,63.3216957605985,1.1166666666666667,11.816578483245149,5.216666666666667,55.20282186948854,3.1166666666666667,32.98059964726631,11.983333333333333,2.533333333333333,0.0,9.45,9.45,0.0,,10.699269162210339
2025-08-08,52.0,1.2881024815079933,25,62.0,237.0,0.0,0.0,95,127.0,2500,894.0,426.0,,,57,102,42,44,93.20297029702971,,36,2083,2119.0,59.01875,0.8,10.786516853932584,4.516666666666667,60.89887640449439,2.1,28.314606741573034,11.45,4.033333333333333,0.11666666666666667,7.416666666666667,7.416666666666667,1.5730337078651686,92.89261744966443,11.933452115812916
2025-08-09,59.31666666666667,1.3719875924600333,26,40.0,360.0,0.0,0.0,98,101.0,2689,830.0,501.0,,,58,116,42,44,91.50184501845018,,67,2083,2150.0,55.6125,0.9,10.485436893203884,5.133333333333334,59.80582524271845,2.55,29.708737864077673,12.8,4.216666666666667,0.08333333333333333,8.583333333333334,8.583333333333334,0.9708737864077669,91.34502923976608,14.328023483365959
2025-08-10,63.983333333333334,1.1644496142527638,18,7.0,305.0,0.0,0.0,87,34.0,2281,1027.0,346.0,,,52,88,37,41,90.98969072164948,,5,2083,2088.0,70.34375,0.25,2.5295109612141653,5.9,59.696458684654296,3.7333333333333334,37.77403035413153,9.783333333333333,-0.10000000000000142,0.05,9.883333333333333,9.883333333333333,0.5059021922428331,90.74850299401197,12.62244482173175
2025-08-11,98.56666666666666,5.904269068639147,23,60.0,167.0,48.0,3.0,96,117.0,9862,900.0,344.0,20,,59,167,40,40,94.17085427135679,56.0,562,2083,2645.0,71.01875,1.0333333333333334,12.03883495145631,4.266666666666667,49.70873786407767,3.283333333333333,38.25242718446602,10.25,1.6666666666666665,0.08333333333333333,8.583333333333334,8.583333333333334,0.9708737864077669,94.16556291390728,11.549031007751958
2025-08-12,89.11666666666666,1.845472440944882,35,111.0,326.0,0.0,0.0,97,251.0,3430,627.0,688.0,,,61,110,41,43,,,98,2083,2181.0,50.6125,0.16666666666666666,1.7152658662092626,6.1,62.778730703259,3.45,35.506003430531734,10.533333333333333,0.8166666666666667,0.0,9.716666666666667,9.716666666666667,0.0,,16.717430555555534
2025-08-13,129.95,6.334879304859619,42,104.0,273.0,48.0,11.0,97,183.0,9801,279.0,560.0,20,,71,192,45,46,,56.0,679,2083,2762.0,13.658682634730539,,,,,,,,,,,,,,
2025-08-14,60.083333333333336,1.4564940746043107,27,31.0,440.0,1.0,0.0,99,144.0,2516,757.0,615.0,,,60,116,44,46,93.69298245614036,,56,2083,2139.0,44.05625,1.2833333333333334,10.252996005326231,8.25,65.9121171770972,2.9833333333333334,23.834886817576564,13.283333333333333,0.7666666666666667,0.7666666666666667,12.516666666666667,12.516666666666667,6.125166444740346,93.63255813953488,13.2534223918575
2025-08-15,100.08333333333333,6.075146146504414,28,31.0,303.0,58.0,2.0,93,176.0,10176,641.0,510.0,20,,65,185,40,41,95.92307692307692,56.0,722,2083,2805.0,54.55990783410138,0.36666666666666664,3.4865293185419968,6.733333333333333,64.02535657686212,3.4166666666666665,32.48811410459588,10.066666666666666,-0.4499999999999993,0.2833333333333333,10.516666666666667,10.516666666666667,2.694136291600634,95.88888888888889,14.431404056162247
2025-08-16,149.36666666666667,11.325111349717648,19,28.0,203.0,85.0,22.0,89,55.0,17199,929.0,286.0,20,,63,196,41,43,92.60810810810811,56.0,1116,2083,3199.0,67.39791666666666,0.1,0.9819967266775778,6.266666666666667,61.53846153846154,3.816666666666667,37.47954173486088,10.483333333333333,0.3,0.05,10.183333333333334,10.183333333333334,0.4909983633387889,92.4,15.464656862745114
2025-08-17,63.083333333333336,0.9979221347331583,39,164.0,385.0,6.0,3.0,99,226.0,1928,570.0,775.0,,,66,136,47,47,92.6144578313253,,189,2083,2272.0,34.56041666666667,0.0,0.0,5.466666666666667,66.80244399185335,2.716666666666667,33.19755600814664,10.3,2.1166666666666667,0.016666666666666666,8.183333333333334,8.183333333333334,0.20366598778004072,92.54098360655738,12.57322381930184
2025-08-18,40.833333333333336,0.9196293645112542,24,66.0,282.0,0.0,0.0,98,105.0,1807,923.0,453.0,,,56,115,40,46,93.66346153846153,,44,2083,2127.0,68.4875,0.9166666666666666,8.37138508371385,6.783333333333333,61.948249619482496,3.25,29.68036529680365,8.766666666666667,-2.1833333333333336,0.5166666666666667,10.95,10.95,4.71841704718417,93.7799511002445,14.18471365638768
2025-08-19,143.16666666666666,7.031436411357671,28,38.0,203.0,55.0,3.0,93,145.0,12036,695.0,386.0,20,,64,179,42,45,92.02873563218391,56.0,651,2083,2734.0,48.27916666666667,1.2666666666666666,26.20689655172414,2.0166666666666666,41.724137931034484,1.55,32.068965517241374,7.216666666666667,2.3833333333333333,0.03333333333333333,4.833333333333333,4.833333333333333,0.6896551724137931,91.13333333333334,13.70134020618557
2025-08-20,113.78333333333333,6.668555635091068,29,99.0,258.0,47.0,4.0,97,124.0,10932,780.0,481.0,20,,62,178,40,41,98.11045364891518,56.0,624,2083,2707.0,62.354166666666664,0.7833333333333333,9.197651663405088,3.6333333333333333,42.66144814090019,4.1,48.14090019569471,10.016666666666667,1.5,0.0,8.516666666666667,8.516666666666667,0.0,98.08056872037915,11.651156862745104
2025-08-21,93.16666666666667,1.7976268591426072,31,125.0,278.0,0.0,0.0,97,123.0,3509,772.0,526.0,,,62,112,44,47,92.35691318327974,,116,2083,2199.0,36.21875,0.4,4.040404040404041,6.816666666666666,68.85521885521885,2.683333333333333,27.104377104377104,9.683333333333334,-0.216666666666665,0.21666666666666667,9.9,9.9,2.1885521885521886,92.5,14.752672268907581
2025-08-22,127.53333333333333,6.693410482780561,30,148.0,167.0,46.0,4.0,96,197.0,10393,695.0,512.0,20,,64,197,40,41,92.26923076923077,56.0,673,2083,2756.0,63.260416666666664,0.9166666666666666,8.100147275405007,6.616666666666666,58.46833578792342,3.783333333333333,33.43151693667157,10.733333333333333,-0.5833333333333321,0.5166666666666667,11.316666666666666,11.316666666666666,4.565537555228277,92.24555160142349,11.868536585365849
2025-08-23,55.5,1.1824693788276466,33,70.0,336.0,0.0,0.0,96,250.0,2323,680.0,656.0,,,60,98,43,45,93.52835820895523,,55,2083,2138.0,51.118393234672304,0.45,4.090909090909091,7.35,66.81818181818183,3.2,29.09090909090909,12.85,1.85,0.016666666666666666,11.0,11.0,0.15151515151515152,93.29477611940298,12.371231003039515
2025-08-24,15.15,0.4411735464885071,32,6.0,284.0,0.0,0.0,82,47.0,836,211.0,337.0,,,61,91,47,48,95.0,,6,2083,2089.0,43.397905759162306,,,,,,,,,,,,,,
2025-08-25,127.28333333333333,2.137516901296429,34,206.0,234.0,0.0,0.0,99,176.0,4171,641.0,616.0,,,63,122,37,40,92.42,,302,2083,2385.0,58.81875,1.1166666666666667,11.148086522462561,6.1,60.89850249584027,2.8,27.953410981697168,10.5,0.48333333333333334,0.0,10.016666666666667,10.016666666666667,0.0,92.8974358974359,14.941846921797028
2025-08-26,163.75,8.835898353614889,38,198.0,189.0,82.0,5.0,97,192.0,16044,646.0,579.0,20,,69,162,44,45,91.39490445859873,56.0,985,2083,3068.0,41.077083333333334,0.31666666666666665,3.225806451612903,6.566666666666666,66.893039049236,2.933333333333333,29.8811544991511,12.266666666666667,2.45,0.06666666666666667,9.816666666666666,9.816666666666666,0.6791171477079796,91.57471264367815,14.524906621392184
2025-08-27,50.25,1.0146991569235664,22,28.0,346.0,0.0,0.0,92,100.0,1994,901.0,474.0,,,56,97,41,44,91.29045643153528,,25,2083,2108.0,62.666666666666664,0.0,0.0,7.65,70.18348623853211,3.25,29.81651376146789,11.6,0.7,0.25,10.9,10.9,2.293577981651376,91.01805869074492,13.872993920972647
2025-08-28,48.583333333333336,1.2085669689016145,19,11.0,215.0,0.0,0.0,89,71.0,2245,1028.0,297.0,,,53,94,38,41,93.13265306122449,,27,2083,2110.0,76.4875,2.316666666666667,23.519458544839257,3.816666666666667,38.74788494077834,3.716666666666667,37.7326565143824,11.4,1.55,0.13333333333333333,9.85,9.85,1.353637901861252,93.12765957446808,16.391649831649822
2025-08-29,137.91666666666666,9.398860653781913,25,57.0,151.0,65.0,10.0,98,62.0,14252,607.0,270.0,20,,64,195,41,42,93.54545454545455,56.0,872,2083,2955.0,59.46944444444444,0.9166666666666666,9.450171821305842,5.8,59.79381443298969,2.9833333333333334,30.756013745704468,11.2,1.5,0.36666666666666664,9.7,9.7,3.7800687285223367,,15.012674616695058
2025-08-30,102.0,2.3115008351228825,34,142.0,229.0,0.0,0.0,99,202.0,4533,718.0,573.0,,,64,116,41,47,93.316,,135,2083,2218.0,46.64791666666667,1.3,13.19796954314721,6.066666666666666,61.59052453468698,2.4833333333333334,25.211505922165824,12.733333333333333,2.8833333333333333,0.18333333333333332,9.85,9.85,1.8612521150592216,93.47878787878788,13.626329331046309
2025-08-31,107.58333333333333,2.286645987433389,31,163.0,258.0,0.0,0.0,99,162.0,4475,695.0,583.0,,,62,123,41,42,93.84281842818429,,216,2083,2299.0,62.16875,0.0,0.0,7.6,71.47335423197492,3.033333333333333,28.526645768025077,10.133333333333333,-0.5,0.13333333333333333,10.633333333333333,10.633333333333333,1.2539184952978055,93.9090909090909,14.384780564263316
2025-09-01,173.3,9.593349836952198,33,111.0,362.0,69.0,19.0,99,216.0,16480,534.0,689.0,20,,67,169,39,41,93.74056603773585,56.0,974,2083,3057.0,51.99166666666667,1.1,11.418685121107266,6.016666666666667,62.45674740484429,2.5166666666666666,26.124567474048444,10.816666666666666,1.1833333333333333,0.016666666666666666,9.633333333333333,9.633333333333333,0.17301038062283738,93.734375,14.036366782006919
2025-09-02,146.85,9.078233118587448,32,172.0,135.0,67.0,13.0,96,134.0,14878,705.0,441.0,20,,67,184,42,44,95.66666666666667,56.0,948,2083,3031.0,57.677083333333336,0.8333333333333334,7.267441860465117,7.766666666666667,67.73255813953489,2.8666666666666667,25.0,10.4,-1.0666666666666664,0.016666666666666666,11.466666666666667,11.466666666666667,0.14534883720930233,,14.200367107195307
2025-09-03,157.53333333333333,9.489580847848565,30,156.0,200.0,55.0,24.0,97,96.0,14778,766.0,452.0,20,,67,198,44,46,92.57453416149069,56.0,863,2083,2946.0,54.6375,0.43333333333333335,4.545454545454546,5.55,58.21678321678322,3.55,37.23776223776224,10.683333333333334,1.15,0.16666666666666666,9.533333333333333,9.533333333333333,1.7482517482517483,92.35135135135135,13.671813471502594
2025-09-04,54.583333333333336,1.250198838781516,30,92.0,234.0,0.0,0.0,98,208.0,2456,712.0,534.0,,,61,110,42,44,94.04225352112677,,63,2083,2146.0,55.458333333333336,0.0,0.0,7.25,63.970588235294116,4.083333333333333,36.029411764705884,11.25,-0.08333333333333215,0.65,11.333333333333334,11.333333333333334,5.735294117647059,94.07142857142857,14.260703012912478
2025-09-05,175.31666666666666,8.633331344945518,35,94.0,338.0,64.0,4.0,96,225.0,14370,550.0,657.0,20,,67,172,43,46,91.2928870292887,56.0,778,2083,2861.0,44.62291666666667,0.0,0.0,6.066666666666666,71.37254901960785,2.433333333333333,28.627450980392155,8.333333333333334,-0.16666666666666785,0.3333333333333333,8.5,8.5,3.9215686274509802,91.28270042194093,14.630578034682074
2025-09-06,175.06666666666666,9.735022468782311,27,146.0,188.0,49.0,46.0,99,96.0,16349,788.0,430.0,20,,64,193,42,43,91.73184357541899,56.0,920,2083,3003.0,65.26875,0.8166666666666667,6.970128022759601,7.15,61.02418207681366,3.75,32.005689900426745,12.75,1.0333333333333334,0.0,11.716666666666667,11.716666666666667,0.0,91.69325153374233,15.35767142857141
2025-09-07,83.33333333333333,1.473271096794719,33,43.0,425.0,0.0,0.0,93,200.0,2854,651.0,668.0,,,62,96,37,48,92.31048387096774,,58,2083,2141.0,32.55416666666667,0.23333333333333334,2.681992337164751,6.333333333333333,72.79693486590038,2.1333333333333333,24.521072796934863,8.65,-0.05000000000000071,0.4,8.7,8.7,4.597701149425287,92.30522088353413,15.784120982986762
2025-09-08,74.53333333333333,1.150158076831305,27,55.0,241.0,0.0,0.0,96,126.0,2239,630.0,422.0,,,61,106,39,43,92.0,,62,2083,2145.0,59.67015706806283,0.0,0.0,5.6,53.4181240063593,4.883333333333334,46.5818759936407,10.066666666666666,-0.41666666666666785,0.11666666666666667,10.483333333333333,10.483333333333333,1.1128775834658187,,14.714479495268153
2025-09-09,28.25,0.5163594607492246,21,19.0,323.0,0.0,0.0,90,63.0,1015,990.0,405.0,,,54,99,42,44,92.69811320754717,,11,2083,2094.0,67.09166666666667,0.6,5.413533834586466,7.8,70.37593984962406,2.683333333333333,24.210526315789473,11.583333333333334,0.5,0.21666666666666667,11.083333333333334,11.083333333333334,1.954887218045113,93.12875536480686,13.32347696879644
2025-09-10,205.23333333333332,7.931803268909568,34,153.0,219.0,47.0,8.0,99,203.0,13175,611.0,575.0,20,,66,185,41,44,93.62162162162163,56.0,709,2083,2792.0,55.15,1.4833333333333334,20.554272517321014,3.1666666666666665,43.87990762124711,2.566666666666667,35.56581986143187,9.116666666666667,1.9,0.0,7.216666666666667,7.216666666666667,0.0,93.8099173553719,14.389629629629624
2025-09-11,74.33333333333333,1.8405014714069832,28,43.0,323.0,0.0,0.0,95,165.0,3590,758.0,531.0,,,59,113,42,44,93.33557046979865,,58,2083,2141.0,51.86875,1.3,14.55223880597015,5.616666666666666,62.873134328358205,2.0166666666666666,22.574626865671643,10.3,1.3666666666666667,0.5166666666666667,8.933333333333334,8.933333333333334,5.7835820895522385,92.58407079646018,14.192064631956923
